,model,af_plddt_avg,pairwise_gdt,pairwise_tmscore,pairwise_cad_score,pairwise_lddt,enqa,gcpnet_ema,deeprank3_cluster,deeprank3_singleqa,deeprank3_singleqa_lite,gate
0,deepmsa_dMSA_0,0.956151,0.9665784722222222,0.9805645833333334,0.8725247916666666,0.9208402777777778,0.906,0.9225956201553344,0.939817,0.852109,0.928057,0.828878744840622
1,deepmsa_dMSA_1,0.95559496,0.9660090277777778,0.9802500000000001,0.8726752847222223,0.9215902777777778,0.9053,0.9226785898208618,0.935206,0.846089,0.919624,0.8262413012981416
2,deepmsa_dMSA_2,0.9553523,0.9655104166666667,0.9801215277777777,0.8711477986111111,0.9204375,0.905,0.92262464761734,0.937222,0.845281,0.919649,0.8219843542575835
3,deepmsa_dMSA_3,0.95513505,0.9665034722222222,0.9804527777777778,0.8741147777777778,0.9223263888888888,0.9043,0.9224037528038024,0.939415,0.848621,0.923402,0.8261057627201082
4,deepmsa_dMSA_4,0.9546958,0.9670951388888889,0.9811215277777777,0.8730656388888889,0.9212083333333333,0.9033,0.9223578572273254,0.934667,0.840471,0.907862,0.8255962288379669
5,deepmsa_dMSA_hhb_0,0.9618013,0.9820006944444444,0.98825625,0.9048801875000001,0.9578263888888888,0.909,0.9261640906333924,0.950448,0.848792,0.921183,0.88683935880661
6,deepmsa_dMSA_hhb_1,0.9606907,0.9857611111111111,0.9906965277777778,0.9038869652777779,0.9587291666666666,0.908,0.9244917035102844,0.950964,0.840167,0.910801,0.8884151422977448
7,deepmsa_dMSA_hhb_2,0.9606402,0.9829041666666668,0.9891812500000001,0.9047779166666667,0.9583819444444445,0.9077,0.9258064031600952,0.954452,0.852834,0.920446,0.8815469694137574
8,deepmsa_dMSA_hhb_3,0.95976716,0.9814034722222222,0.9880083333333334,0.9029051944444445,0.9550138888888888,0.907,0.9258602261543274,0.953466,0.857964,0.924777,0.8761801850795745
9,deepmsa_dMSA_hhb_4,0.957292,0.9619729166666667,0.9787895833333332,0.8688702291666667,0.9205972222222223,0.906,0.9242208003997804,0.936665,0.852413,0.939567,0.8263675332069397
10,deepmsa_qMSA_0,0.96405363,0.9822347222222222,0.988617361111111,0.9040047986111112,0.9577708333333332,0.9126,0.9244414567947388,0.952078,0.841983,0.92077,0.8913873910903931
11,deepmsa_qMSA_1,0.9620439,0.9833055555555555,0.9890958333333333,0.9054980416666668,0.9592083333333333,0.909,0.926426351070404,0.94793,0.839807,0.915741,0.8930660021305084
12,deepmsa_qMSA_2,0.9583143,0.9772354166666667,0.9862986111111111,0.8887701666666666,0.9399583333333335,0.9062,0.9242905378341676,0.950358,0.849835,0.929265,0.8607668519020081
13,deepmsa_qMSA_3,0.9577012,0.9630416666666667,0.9796555555555556,0.8743304027777777,0.922513888888889,0.907,0.9249178767204284,0.935757,0.840382,0.929406,0.8246210408210753
14,deepmsa_qMSA_4,0.95666206,0.9745548611111112,0.9848881944444443,0.8883121527777778,0.9414236111111111,0.9033,0.9243202209472656,0.957324,0.868545,0.962379,0.8557989740371704
15,deepmsa_qMSA_hhb_0,0.96604645,0.9889465277777778,0.9924479166666667,0.9156524166666666,0.9662291666666667,0.9165,0.928158402442932,0.961494,0.848441,0.927653,0.9037556719779968
16,deepmsa_qMSA_hhb_1,0.96129364,0.9863993055555557,0.9915256944444444,0.9104591111111111,0.9626041666666667,0.9087,0.9239779710769652,0.959606,0.848735,0.929881,0.8901167714595795
17,deepmsa_qMSA_hhb_2,0.95975065,0.9832854166666666,0.9894541666666667,0.9055887222222222,0.9596736111111112,0.9062,0.9220449328422546,0.950103,0.82851,0.908689,0.8766424179077148
18,deepmsa_qMSA_hhb_3,0.95856535,0.9734159722222222,0.9835375000000001,0.8883851458333333,0.9398194444444444,0.9077,0.9245903491973876,0.953211,0.863478,0.939393,0.8566679847240447
19,deepmsa_qMSA_hhb_4,0.95823455,0.962226388888889,0.978876388888889,0.8711165625,0.9219444444444443,0.9077,0.9244294762611388,0.930232,0.828176,0.915088,0.8173002099990845
20,def_drop_nos_0,0.95851696,0.9727409722222222,0.9832430555555555,0.8719940763888888,0.9399652777777777,0.9087,0.9234920740127563,0.931252,0.825522,0.889407,0.8585566771030427
21,def_drop_nos_1,0.9577638,0.9822986111111113,0.9890798611111111,0.8999989722222222,0.9565208333333334,0.907,0.9224584102630616,0.955111,0.845997,0.925843,0.87071852684021
22,def_drop_nos_2,0.9575726,0.983076388888889,0.989375,0.9028071041666667,0.9576319444444444,0.906,0.9232091903686525,0.954926,0.848438,0.918031,0.8750442504882813
23,def_drop_nos_3,0.95725995,0.98289375,0.9894333333333333,0.9055200902777778,0.9591388888888888,0.9062,0.9228959083557128,0.952563,0.842058,0.917515,0.8756515169143677
24,def_drop_nos_4,0.95725614,0.9823284722222222,0.9893548611111113,0.9007037430555555,0.9570833333333333,0.9053,0.9236416816711426,0.955768,0.853665,0.926472,0.8750064432621002
25,def_drop_s_0,0.9580599,0.9714687500000001,0.9817944444444444,0.8781356527777777,0.9411805555555556,0.908,0.9254512786865234,0.93484,0.838526,0.907755,0.8587582445144653
26,def_drop_s_1,0.9576406,0.9822847222222221,0.9890750000000001,0.9002252222222222,0.9570277777777778,0.9067,0.9229511022567748,0.950084,0.83491,0.914781,0.871281989812851
27,def_drop_s_2,0.957192,0.9844833333333332,0.9905409722222223,0.9064615694444446,0.9604791666666667,0.909,0.9243723154067992,0.963641,0.864222,0.945372,0.8831883919239043
28,def_drop_s_3,0.956808,0.982432638888889,0.9892409722222221,0.9006601666666667,0.9572777777777779,0.905,0.9224845170974731,0.954576,0.84014,0.92188,0.8708471405506135
29,def_drop_s_4,0.95643294,0.9857819444444446,0.9909520833333332,0.9074837847222221,0.9609652777777777,0.9062,0.9244124293327332,0.964829,0.850704,0.934528,0.8785147619247438
30,def_notemp_0,0.96745145,0.9880319444444446,0.9918055555555555,0.9144570972222223,0.9635694444444444,0.9194,0.9280344247817992,0.961837,0.850535,0.922891,0.9056401455402373
31,def_notemp_1,0.9671515,0.9884368055555556,0.991929861111111,0.9140980902777779,0.96425,0.9185,0.9283785223960876,0.959249,0.839885,0.921464,0.9037624919414521
32,def_notemp_2,0.9671414,0.9883972222222224,0.9919791666666666,0.9112931527777778,0.9633124999999999,0.9185,0.9286289811134338,0.963725,0.84936,0.932077,0.9036423313617707
33,def_notemp_3,0.9664636,0.98825625,0.9917993055555555,0.9149083680555555,0.963798611111111,0.919,0.9277133941650392,0.961973,0.847968,0.924573,0.9052033734321595
34,def_notemp_4,0.9661481,0.9888944444444445,0.992270138888889,0.9083440763888889,0.9623680555555557,0.9194,0.9288564920425416,0.959481,0.837438,0.926415,0.9006630516052245
