,model,score
0,def_esm_msa_3,0.9881993055555556
1,def_esm_msa_4,0.9881805555555556
2,ori_seq_temp_3,0.9881312499999999
3,ori_seq_temp_4,0.9880534722222222
4,original_2,0.9880458333333332
5,original_1,0.9880319444444444
6,def_esm_msa_2,0.9878874999999999
7,default_pdb70_new_1,0.9875958333333332
8,def_notemp_drop_nos_4,0.9875888888888888
9,def_notemp_1,0.9875819444444445
10,default_pdb70_new_2,0.9875631944444445
11,def_notemp_drop_nos_3,0.9875076388888888
12,def_notemp_drop_nos_2,0.9873875000000001
13,def_notemp_3,0.9873854166666666
14,def_ptm_not_drop_s_4,0.9871743055555555
15,def_notemp_drop_s_0,0.9871708333333333
16,def_notemp_drop_nos_1,0.9871694444444444
17,def_notemp_drop_s_3,0.9870923611111111
18,def_notemp_drop_s_2,0.9870555555555557
19,def_esm_msa_1,0.9870034722222223
20,colabfold_web_1,0.9869458333333334
21,def_notemp_drop_nos_0,0.9869277777777776
22,colabfold_web_not_4,0.986926388888889
23,def_notemp_4,0.9869006944444444
24,def_notemp_drop_s_4,0.9868562500000001
25,colabfold_web_not_3,0.9868562499999999
26,colabfold_web_0,0.9868555555555554
27,colabfold_web_not_2,0.9868534722222222
28,default_seq_temp_3,0.9868270833333332
29,default_1,0.9867979166666667
30,def_ptm_not_drop_s_2,0.986775
31,colabfold_web_3,0.9867541666666667
32,def_ptm_not_drop_nos_3,0.9867381944444445
33,colabfold_web_4,0.9867381944444445
34,af3_jian_1,0.9867104166666666
35,def_esm_msa_ckpt5_2,0.9866645833333334
36,af3_jian_3,0.9866048611111111
37,default_2,0.9865840277777777
38,def_ptm_not_drop_nos_4,0.9865777777777779
39,default_4,0.9865305555555555
40,colabfold_web_2,0.9865201388888889
41,af3_jian_4,0.9864923611111112
42,default_pdb70_new_3,0.9864763888888888
43,def_ptm_drop_s_3,0.9863986111111112
44,def_notemp_drop_s_1,0.9863437500000001
45,def_ptm_notemp_4,0.9863256944444445
46,def_ptm_not_drop_s_3,0.9863194444444446
47,af3_pawan_6,0.9863159722222221
48,def_ptm_notemp_3,0.9863069444444447
49,def_notemp_0,0.9862708333333335
50,def_notemp_2,0.9861034722222222
51,af3_pawan_8,0.9860194444444446
52,default_pdb70_new_0,0.9859500000000002
53,def_ptm_drop_s_0,0.9859340277777776
54,def_drop_s_1,0.9859312500000001
55,def_ptm_not_drop_s_0,0.9859104166666666
56,colabfold_web_not_0,0.985907638888889
57,default_seq_temp_0,0.9858340277777778
58,def_ptm_not_drop_nos_1,0.9858208333333334
59,default_seq_temp_2,0.985811111111111
60,def_drop_nos_1,0.9857895833333333
61,af3_jian_9,0.9857631944444445
62,default_0,0.9857493055555556
63,def_ptm_notemp_1,0.9857138888888891
64,colabfold_web_not_1,0.9856930555555555
65,default_seq_temp_1,0.9855944444444444
66,def_ptm_not_drop_nos_0,0.9855451388888888
67,dhr_1,0.9854590277777776
68,def_drop_s_0,0.9854326388888889
69,def_ptm_not_drop_nos_2,0.9853333333333334
70,af3_jian_0,0.9852861111111112
71,af3_pawan_3,0.9852138888888887
72,def_ptm_notemp_2,0.9851694444444443
73,def_ptm_drop_s_2,0.9850576388888889
74,default_seq_temp_4,0.9850381944444445
75,def_ptm_drop_nos_0,0.9850249999999998
76,af3_pawan_2,0.9850125000000001
77,def_ptm_not_drop_s_1,0.98481875
78,def_ptm_notemp_0,0.9846916666666667
79,default_ptm_3,0.9846055555555557
80,af3_jian_8,0.9845881944444446
81,def_ptm_drop_s_1,0.9845395833333335
82,af3_pawan_0,0.9844569444444444
83,af3_pawan_5,0.9844451388888891
84,af3_jian_5,0.984432638888889
85,def_esm_msa_ckpt5_0,0.9844173611111111
86,af3_jian_2,0.9844069444444443
87,def_esm_msa_0,0.9843305555555555
88,def_drop_nos_0,0.9843111111111109
89,af3_pawan_1,0.9842909722222224
90,af3_pawan_7,0.98426875
91,dhr_2,0.9842444444444445
92,def_drop_s_2,0.9842305555555555
93,default_ptm_1,0.9840486111111111
94,af3_jian_7,0.9840166666666667
95,dhr_4,0.9839611111111112
96,def_ptm_drop_nos_2,0.9839305555555556
97,def_ptm_drop_s_4,0.9839006944444447
98,ori_seq_temp_2,0.9838854166666668
99,ori_seq_temp_0,0.9838756944444444
100,def_drop_nos_4,0.9838590277777778
101,af3_pawan_9,0.9838187500000001
102,af3_jian_6,0.9836222222222223
103,default_ptm_0,0.9834180555555556
104,def_ptm_drop_nos_3,0.9833722222222223
105,def_drop_nos_2,0.9831993055555555
106,def_drop_nos_3,0.9831041666666667
107,def_drop_s_4,0.9830937499999999
108,default_ptm_4,0.9830562500000001
109,def_ptm_drop_nos_4,0.9829840277777778
110,dhr_3,0.9829326388888889
111,af3_pawan_4,0.9828680555555557
112,default_ptm_2,0.9821284722222222
113,def_drop_s_3,0.982063888888889
114,default_3,0.9813652777777777
115,def_ptm_drop_nos_1,0.9648854166666667
116,dhr_0,0.9638909722222222
117,original_3,0.9626951388888888
118,default_pdb70_new_4,0.962642361111111
119,def_esm_msa_ckpt5_1,0.9625291666666667
120,original_4,0.9621979166666667
121,def_esm_msa_ckpt5_3,0.9619562500000001
122,ori_seq_temp_1,0.9618708333333333
123,original_0,0.9615611111111109
124,def_esm_msa_ckpt5_4,0.9612402777777778
125,deepmsa_qMSA_hhb_3,0.9609194444444444
126,deepmsa_qMSA_3,0.9605513888888891
127,deepmsa_dMSA_0,0.95998125
128,deepmsa_dMSA_hhb_4,0.9594090277777778
129,deepmsa_dMSA_hhb_1,0.959179861111111
130,deepmsa_dMSA_1,0.9586499999999999
131,deepmsa_qMSA_hhb_0,0.9581604166666666
132,deepmsa_dMSA_4,0.9576090277777778
133,deepmsa_qMSA_hhb_1,0.9573270833333333
134,deepmsa_qMSA_hhb_2,0.9569229166666666
135,deepmsa_dMSA_2,0.9565236111111111
136,deepmsa_qMSA_4,0.9564423611111111
137,deepmsa_qMSA_2,0.9559027777777778
138,deepmsa_dMSA_hhb_0,0.9557944444444444
139,deepmsa_qMSA_0,0.9557055555555556
140,deepmsa_dMSA_3,0.9552638888888888
141,deepmsa_qMSA_1,0.9552576388888888
142,deepmsa_qMSA_hhb_4,0.9551458333333334
143,deepmsa_dMSA_hhb_2,0.953554861111111
144,deepmsa_dMSA_hhb_3,0.9532305555555555
