,model,plddt_avg
73,default_ptm_0.pdb,86.84388197692935
74,def_drop_s_2.pdb,86.61697469455179
75,def_drop_s_3.pdb,86.31947864405801
76,def_ptm_drop_nos_0.pdb,86.31094394056615
77,default_4.pdb,86.16627088069966
78,def_ptm_drop_s_0.pdb,86.14442625644553
79,def_esm_msa_3.pdb,86.03659628849658
80,def_esm_msa_4.pdb,86.01986733017446
81,def_drop_nos_2.pdb,85.93047931679841
82,def_ptm_drop_s_1.pdb,85.18013019523379
83,def_drop_s_4.pdb,85.13700499291635
84,default_ptm_1.pdb,85.08949693726011
85,def_ptm_drop_s_2.pdb,84.91690436583445
86,def_ptm_drop_nos_1.pdb,84.7276517011379
87,def_ptm_drop_s_3.pdb,84.65178864194601
88,def_drop_nos_3.pdb,84.54545654382228
89,default_ptm_2.pdb,84.48128848998823
90,def_ptm_drop_s_4.pdb,84.36733438862011
91,def_drop_nos_4.pdb,84.31797272858363
92,def_ptm_drop_nos_2.pdb,84.21900659301372
93,deepmsa_dMSA_hhb_0.pdb,84.06029228577638
94,deepmsa_dMSA_0.pdb,83.92123618509328
95,def_ptm_drop_nos_3.pdb,83.82646224324009
96,default_ptm_3.pdb,83.79283135895375
97,default_ptm_4.pdb,83.56903426759979
98,deepmsa_DeepJGI_0.pdb,83.48955771641519
99,deepmsa_dMSA_jac_0.pdb,83.43470048001846
100,deepmsa_dMSA_hhb_1.pdb,83.42565281015153
101,deepmsa_dMSA_hhb_2.pdb,83.42305755207362
102,deepmsa_dMSA_jac_1.pdb,83.38485228840774
103,deepmsa_dMSA_1.pdb,83.37260123462165
104,deepmsa_dMSA_2.pdb,83.36420027167111
105,def_ptm_drop_nos_4.pdb,83.25711715359805
106,deepmsa_dMSA_jac_2.pdb,83.24692374613485
107,deepmsa_dMSA_3.pdb,83.24311553286334
108,deepmsa_dMSA_4.pdb,83.21470765150178
109,deepmsa_DeepJGI_1.pdb,83.20489319986402
110,deepmsa_dMSA_jac_3.pdb,83.19460545241697
111,deepmsa_dMSA_hhb_3.pdb,83.13955749065465
112,deepmsa_dMSA_jac_4.pdb,83.12847281204871
113,deepmsa_DeepJGI_2.pdb,83.073200238893
114,deepmsa_dMSA_hhb_4.pdb,83.04054697131609
115,dhr_0.pdb,83.03276963685757
116,deepmsa_DeepJGI_3.pdb,83.02427701094436
117,deepmsa_DeepJGI_4.pdb,83.01162059877902
118,deepmsa_qMSA_hhb_0.pdb,82.70110416919512
119,dhr_1.pdb,82.64913373934542
120,dhr_2.pdb,82.26998860063661
121,deepmsa_qMSA_hhb_1.pdb,82.17329642986354
122,dhr_3.pdb,82.15392624700345
123,dhr_4.pdb,82.12701344510607
124,deepmsa_qMSA_hhb_2.pdb,82.10465112661564
125,deepmsa_qMSA_hhb_3.pdb,82.07401325023453
126,deepmsa_q3JGI_0.pdb,82.03785675452981
127,deepmsa_qMSA_0.pdb,81.9534656867488
128,deepmsa_qMSA_hhb_4.pdb,81.84178039592555
129,deepmsa_q4JGI_0.pdb,81.64329310141164
130,deepmsa_qMSA_1.pdb,81.58718613387343
131,deepmsa_qMSA_2.pdb,81.53876979014433
132,deepmsa_q4JGI_1.pdb,81.50329582577734
133,deepmsa_q3JGI_1.pdb,81.49695430719731
134,deepmsa_q3JGI_2.pdb,81.49265597560097
135,deepmsa_qMSA_3.pdb,81.44329572674481
136,deepmsa_q3JGI_3.pdb,81.44081951608797
137,deepmsa_qMSA_4.pdb,81.4220906365943
138,deepmsa_q4JGI_2.pdb,81.40288190769836
139,deepmsa_q4JGI_3.pdb,81.37707788398247
140,deepmsa_q3JGI_4.pdb,81.37022554729981
141,deepmsa_q4JGI_4.pdb,81.35513726427479
142,def_esm_msa_ckpt5_2.pdb,80.35409987636496
143,def_esm_msa_ckpt5_3.pdb,80.27344186458564
144,def_esm_msa_ckpt5_4.pdb,79.61402947524908
145,af3_pawan_0.pdb,77.38694444444445
146,af3_jian_0.pdb,74.18868055555555
147,af3_pawan_1.pdb,73.73881944444445
148,af3_pawan_2.pdb,73.65479166666667
149,af3_pawan_3.pdb,73.58749999999999
150,af3_pawan_4.pdb,73.54006944444444
151,af3_jian_1.pdb,73.52340277777779
152,af3_jian_2.pdb,73.41298611111112
153,af3_jian_3.pdb,73.34354166666667
154,af3_jian_4.pdb,72.90256944444444
155,esmfold_0.pdb,52.78097222222222
156,esmfold_1.pdb,52.752916666666664
157,esmfold_2.pdb,52.75201388888888
158,esmfold_3.pdb,52.74506944444444
159,esmfold_4.pdb,52.74444444444444
