,model,af_plddt_avg,pairwise_gdt,pairwise_tmscore,pairwise_cad_score,pairwise_lddt,enqa,gcpnet_ema,deeprank3_cluster,deeprank3_singleqa,deeprank3_singleqa_lite,gate
0,def_esm_msa_ckpt5_0,0.9341899,1.0,0.9968162011173183,0.9415890446927375,0.9833128491620112,0.8975,0.8490666151046753,0.975663,0.832747,0.886924,0.8626045453548432
1,def_esm_msa_ckpt5_1,0.93359756,0.9998743016759776,0.9958709497206704,0.9403999217877095,0.9835642458100559,0.899,0.8496612310409546,0.970927,0.825131,0.880761,0.8561138772964478
2,def_esm_msa_ckpt5_2,0.9335923,0.9999748603351954,0.9964385474860332,0.9398435251396647,0.9837206703910615,0.898,0.8486689329147339,0.973843,0.827251,0.883991,0.8606368327140809
3,def_esm_msa_ckpt5_3,0.9333684,0.9999664804469274,0.9965117318435753,0.9424434357541899,0.9836424581005587,0.8975,0.8487510681152344,0.977318,0.83696,0.891024,0.8599311923980713
4,def_esm_msa_ckpt5_4,0.93324405,0.9998083798882681,0.9956111731843577,0.937001536312849,0.9822569832402235,0.896,0.8492791056632996,0.972505,0.828531,0.888312,0.8556991708278655
5,af3_pawan_0,0.9570506,1.0,0.9973100558659219,0.9287944469273742,0.9748715083798881,0.9062,0.8627220988273621,0.975155,0.827715,0.882175,0.8771295630931855
6,af3_pawan_1,0.9571041,0.9999581005586593,0.9965564245810056,0.924541284916201,0.9737039106145252,0.9067,0.8623062968254089,0.970667,0.825119,0.87808,0.8752748441696168
7,af3_pawan_2,0.9574958,0.9999664804469274,0.9970256983240223,0.9274722122905027,0.9738324022346367,0.9067,0.8626310229301453,0.975661,0.83393,0.895498,0.8806903004646301
8,af3_pawan_3,0.9575864,1.0,0.9968910614525139,0.9309849217877094,0.9778212290502794,0.906,0.8624892234802246,0.972194,0.823846,0.888149,0.8769577205181122
9,af3_pawan_4,0.95775187,1.0,0.9975044692737429,0.9312375363128491,0.9779162011173186,0.907,0.8627475500106812,0.975092,0.824866,0.88939,0.8771090245246886
10,af3_pawan_5,0.9571387,0.9999748603351954,0.9962703910614525,0.9246659217877095,0.9716480446927371,0.9053,0.8628520965576172,0.973875,0.821873,0.89731,0.876902482509613
11,af3_pawan_6,0.9575553,0.9995329608938547,0.9956234636871508,0.9259320446927375,0.9728044692737431,0.906,0.8628594279289246,0.978545,0.838313,0.901148,0.881630858182907
12,af3_pawan_7,0.9570137,1.0,0.99756312849162,0.9232586312849161,0.9714916201117318,0.907,0.8621956706047058,0.973864,0.825926,0.885424,0.8729006731510163
13,af3_pawan_8,0.957966,0.9999078212290502,0.9962949720670392,0.931454754189944,0.9764301675977654,0.9062,0.8628231883049011,0.978304,0.843809,0.892769,0.8821523308753967
14,af3_pawan_9,0.9577994,1.0,0.9967446927374303,0.924333,0.9724078212290503,0.9067,0.8636149168014526,0.974666,0.833548,0.892676,0.8776945698261261
15,deepmsa_DeepJGI_hms_0,0.94915825,0.9999581005586593,0.9979592178770951,0.9495135754189946,0.9843854748603351,0.906,0.8582603931427002,0.974061,0.827058,0.881729,0.8762111413478852
16,deepmsa_DeepJGI_hms_1,0.9489411,0.9999581005586593,0.9979262569832403,0.9465897597765363,0.9824804469273741,0.9062,0.8574414253234863,0.972263,0.822571,0.877082,0.876278941631317
17,deepmsa_DeepJGI_hms_2,0.9468375,0.9999748603351954,0.9979620111731844,0.952100441340782,0.9855027932960896,0.905,0.855783998966217,0.973336,0.83152,0.878147,0.8788477730751036
18,deepmsa_DeepJGI_hms_3,0.9467839,0.999949720670391,0.9977625698324024,0.9495694413407822,0.9838547486033518,0.9053,0.8570961952209473,0.974802,0.828448,0.88222,0.8744255983829499
19,deepmsa_DeepJGI_hms_4,0.9465976,0.9999245810055867,0.9977452513966482,0.9497435195530726,0.984268156424581,0.9053,0.8562213182449341,0.976244,0.836516,0.883179,0.8766446304321288
20,deepmsa_DeepJGI_0,0.94829,0.9999162011173185,0.997708938547486,0.9514049273743016,0.9852793296089386,0.9053,0.8567582964897156,0.976911,0.835851,0.886651,0.8787058126926421
21,deepmsa_DeepJGI_1,0.948284,0.9998078212290502,0.9973463687150839,0.9512223854748603,0.9850893854748605,0.906,0.8575959205627441,0.974499,0.834526,0.879999,0.877614382505417
22,deepmsa_DeepJGI_2,0.9478892,0.9998245810055867,0.9975363128491619,0.9489001675977655,0.9834692737430167,0.9053,0.8566568493843079,0.974382,0.830458,0.879714,0.8762872493267059
