,model,score
0,def_esm_msa_ckpt5_2,0.9332236180904523
1,deepmsa_dMSA_hhb_2,0.9324648241206029
2,deepmsa_dMSA_2,0.9323346733668342
3,def_ptm_not_drop_s_3,0.9323276381909548
4,deepmsa_dMSA_jac_0,0.9322266331658292
5,deepmsa_dMSA_hms_0,0.9322015075376885
6,def_ptm_not_drop_nos_2,0.9321130653266332
7,def_ptm_not_drop_s_0,0.9321040201005026
8,def_notemp_drop_nos_2,0.9319542713567838
9,def_ptm_not_drop_nos_3,0.931830150753769
10,def_ptm_not_drop_s_4,0.9317763819095477
11,deepmsa_qMSA_jac_2,0.9317698492462312
12,deepmsa_q4JGI_0,0.9316261306532663
13,deepmsa_dMSA_hhb_1,0.9316125628140703
14,def_ptm_not_drop_nos_4,0.9315613065326632
15,ori_seq_temp_3,0.9315155778894473
16,def_ptm_not_drop_nos_0,0.9315115577889448
17,def_ptm_notemp_2,0.9314376884422112
18,def_ptm_not_drop_nos_1,0.9314015075376885
19,def_ptm_notemp_0,0.931356783919598
20,def_notemp_drop_s_1,0.9312663316582914
21,deepmsa_qMSA_jac_3,0.9311206030150754
22,def_ptm_not_drop_s_1,0.9311135678391961
23,deepmsa_q3JGI_1,0.931035175879397
24,def_notemp_drop_nos_0,0.9310286432160804
25,def_ptm_notemp_1,0.9309849246231157
26,deepmsa_qMSA_hms_0,0.9309412060301507
27,default_seq_temp_4,0.9309125628140703
28,def_ptm_notemp_3,0.930892462311558
29,ori_seq_temp_1,0.9307698492462311
30,deepmsa_dMSA_3,0.9307613065326633
31,def_ptm_notemp_4,0.9307608040201004
32,deepmsa_qMSA_jac_0,0.9306899497487438
33,deepmsa_qMSA_0,0.9304597989949748
34,def_notemp_drop_s_2,0.9304251256281408
35,dhr_4,0.9303346733668343
36,default_pdb70_new_3,0.9303120603015076
37,deepmsa_DeepJGI_hms_4,0.9302673366834171
38,default_seq_temp_2,0.9302417085427137
39,deepmsa_DeepJGI_4,0.9302201005025127
40,ori_seq_temp_2,0.9302145728643215
41,original_3,0.9300231155778894
42,deepmsa_qMSA_hh3_0,0.9299608040201006
43,deepmsa_q3JGI_hms_2,0.9297678391959798
44,default_pdb70_new_1,0.9296944723618091
45,deepmsa_q4JGI_hms_3,0.9295577889447237
46,ori_seq_temp_0,0.9295537688442211
47,deepmsa_q3JGI_hms_0,0.9295291457286431
48,deepmsa_qMSA_jac_1,0.929421608040201
49,def_notemp_1,0.9292216080402012
50,colabfold_web_3,0.9291507537688443
51,deepmsa_dMSA_hhb_0,0.9291356783919598
52,default_pdb70_new_2,0.9291080402010051
53,def_notemp_drop_s_4,0.9291070351758793
54,def_notemp_0,0.9290351758793969
55,colabfold_web_not_3,0.9289969849246232
56,deepmsa_DeepJGI_hms_3,0.9288663316582915
57,deepmsa_DeepJGI_3,0.9287311557788946
58,default_pdb70_new_0,0.9287281407035175
59,colabfold_web_1,0.928505527638191
60,def_esm_msa_ckpt5_3,0.928459296482412
61,deepmsa_DeepJGI_0,0.928365326633166
62,deepmsa_DeepJGI_hms_2,0.9283236180904524
63,deepmsa_q3JGI_hms_4,0.9282557788944724
64,deepmsa_DeepJGI_hms_0,0.928254271356784
65,deepmsa_dMSA_jac_1,0.9281150753768845
66,deepmsa_q3JGI_hms_3,0.9281120603015075
67,af3_jian_5,0.9277115577889447
68,original_4,0.927516582914573
69,af3_pawan_8,0.9273402010050252
70,def_ptm_not_drop_s_2,0.9273055276381909
71,deepmsa_qMSA_hms_2,0.9271648241206029
72,deepmsa_dMSA_0,0.9271407035175878
73,def_notemp_drop_s_0,0.9269402010050252
74,deepmsa_q4JGI_1,0.9268693467336684
75,colabfold_web_2,0.9266020100502512
76,deepmsa_q4JGI_hms_1,0.9261110552763817
77,default_seq_temp_1,0.9260226130653266
78,ori_seq_temp_4,0.9260095477386934
79,deepmsa_dMSA_hms_1,0.9259959798994976
80,deepmsa_dMSA_hms_2,0.9259673366834172
81,def_notemp_drop_s_3,0.9258874371859296
82,deepmsa_qMSA_hh3_3,0.9258251256281406
83,default_pdb70_new_4,0.9256417085427135
84,deepmsa_dMSA_1,0.9256311557788945
85,deepmsa_qMSA_hms_1,0.9255025125628141
86,deepmsa_q4JGI_4,0.9253547738693467
87,dhr_3,0.9251492462311558
88,def_notemp_drop_nos_1,0.9249497487437186
89,def_notemp_drop_nos_3,0.9248753768844222
90,original_1,0.9247331658291458
91,af3_pawan_9,0.9247170854271355
92,af3_pawan_6,0.9245040201005024
93,dhr_0,0.9244477386934672
