,model,af_plddt_avg,pairwise_gdt,pairwise_tmscore,pairwise_cad_score,pairwise_lddt,enqa,gcpnet_ema,deeprank3_cluster,deeprank3_singleqa,deeprank3_singleqa_lite,gate
0,def_ptm_drop_s_0,0.94629407,0.9854291666666667,0.9859340277777776,0.9106145208333333,0.9622986111111111,0.854,0.905697762966156,0.950527,0.760782,0.874848,0.8627274751663208
1,def_ptm_drop_s_1,0.9452643,0.9828548611111112,0.9845395833333335,0.9023209722222221,0.9567916666666666,0.85,0.9074297547340392,0.946019,0.763669,0.856128,0.8626206243038178
2,def_ptm_drop_s_2,0.944394,0.9842597222222221,0.9850576388888889,0.9142686180555555,0.9650208333333333,0.85,0.90618497133255,0.942351,0.755555,0.858101,0.8641105401515962
3,def_ptm_drop_s_3,0.94354177,0.9865666666666668,0.9863986111111112,0.9195274999999999,0.9695694444444444,0.8477,0.9051503539085388,0.953235,0.761139,0.867946,0.8714403402805327
4,def_ptm_drop_s_4,0.9425334,0.9816048611111111,0.9839006944444447,0.8957463055555555,0.9533194444444444,0.8545,0.9035980701446532,0.94801,0.766659,0.866486,0.8532571959495545
5,deepmsa_qMSA_hhb_0,0.95258933,0.9501229166666667,0.9581604166666666,0.8813288611111112,0.9355416666666666,0.87,0.9083205461502076,0.932898,0.774162,0.882419,0.8017873716354369
6,deepmsa_qMSA_hhb_1,0.95246786,0.9479277777777777,0.9573270833333333,0.882588986111111,0.9348125,0.865,0.9090482592582704,0.934196,0.776504,0.882891,0.7965675354003906
7,deepmsa_qMSA_hhb_2,0.95234644,0.9473479166666665,0.9569229166666666,0.8803392291666667,0.9339166666666665,0.865,0.9081332087516784,0.903319,0.639722,0.872821,0.7895372951030731
8,deepmsa_qMSA_hhb_3,0.9515977,0.95699375,0.9609194444444444,0.8956868819444443,0.9441875,0.8623,0.904172420501709,0.93612,0.768151,0.870659,0.8264612972736358
9,deepmsa_qMSA_hhb_4,0.95151675,0.9445166666666667,0.9551458333333334,0.8813735694444444,0.9320347222222224,0.863,0.9078837633132936,0.928096,0.780159,0.876536,0.7909335207939149
10,deepmsa_dMSA_hhb_0,0.9492155,0.9464479166666666,0.9557944444444444,0.8790244861111112,0.9315833333333335,0.858,0.908473789691925,0.929239,0.77832,0.875972,0.7924954354763031
11,deepmsa_dMSA_hhb_1,0.9477024,0.9549131944444444,0.959179861111111,0.8975919236111112,0.9449375000000002,0.8516,0.902777373790741,0.930693,0.769179,0.872504,0.8159979486465454
12,deepmsa_dMSA_hhb_2,0.9474279,0.9452659722222223,0.953554861111111,0.8798379027777777,0.9321736111111112,0.8525,0.9058853983879088,0.930923,0.790241,0.892351,0.7743685197830199
13,deepmsa_dMSA_hhb_3,0.947347,0.9448520833333333,0.9532305555555555,0.8795574236111111,0.9316736111111111,0.8584,0.9059239625930786,0.92844,0.774222,0.882822,0.7680680751800538
14,deepmsa_dMSA_hhb_4,0.9472696,0.9551631944444444,0.9594090277777778,0.8993469930555555,0.9458680555555554,0.8516,0.9021962285041808,0.931942,0.769968,0.871,0.8167734980583192
15,def_notemp_drop_nos_0,0.9557405,0.98653125,0.9869277777777776,0.9178457499999999,0.9685694444444444,0.874,0.9120604991912842,0.963088,0.774628,0.877131,0.8812485444545747
16,def_notemp_drop_nos_1,0.95553637,0.9867770833333336,0.9871694444444444,0.9233005416666666,0.9701875,0.8745,0.9100357294082642,0.958195,0.769759,0.862084,0.8707436919212341
17,def_notemp_drop_nos_2,0.9548024,0.9869826388888888,0.9873875000000001,0.9191108472222224,0.9679097222222222,0.8765,0.9097163081169128,0.956585,0.76669,0.866388,0.8677137184143066
18,def_notemp_drop_nos_3,0.9545566,0.9869652777777778,0.9875076388888888,0.9213561597222222,0.9693125000000001,0.876,0.9098946452140808,0.965649,0.775616,0.877476,0.8766697800159454
19,def_notemp_drop_nos_4,0.95436424,0.9873027777777776,0.9875888888888888,0.9225999305555557,0.9692222222222221,0.877,0.9098954200744628,0.9628,0.768201,0.872492,0.8703274035453795
